Text: making lunch | Sentiment: Negative
Text: want go back school rn want drive want stupid project https co | Sentiment: Negative
Text: lolithicc northen ireland im sorry really want life end im sorry drank week straight sorry hard say gon na fine life never fine atall im sorry dont want anymore | Sentiment: Positive
Text: alancostello thats send later since completley missed fridays lyrics | Sentiment: Negative
Text: thinks found good group help refocus | Sentiment: Negative
Text: good start today | Sentiment: Negative
Text: got film giggles lt colbert | Sentiment: Negative
Text: marcammann yah hope btw want could dinner thursday | Sentiment: Negative
Text: twinelis wine food nice people fun today delidelux | Sentiment: Negative
Text: sonjanorwood see fast learner lol went messages pages full one night go head ms sonya | Sentiment: Negative
Text: styling hunting today brick lane west end later today need get canon lens jacobs | Sentiment: Negative
Text: giftuseeme thas good think might go fun | Sentiment: Negative
Text: tried good buy food dead ass want chipotle chicken rice rn | Sentiment: Negative
Text: acummings watching figured maple frosted today delicious dd coffee | Sentiment: Negative
Text: stan chart card want way access money earned | Sentiment: Negative
Text: generic shit whats fucking point life literally incapable achieving happiness like fuck dude drunk feel even shittier sober give one week still feel like complete fucking shit like past years thats done | Sentiment: Positive
Text: nikki knebs congrats hopefully seeing fall | Sentiment: Negative
Text: sigh hate hardly get time fun anymore go sleep early waking https co usjjtgfjer | Sentiment: Negative
Text: katahay adore music extremely talented | Sentiment: Negative
Text: please tired everything discordapp coffee maker popup https co mlxvjzielj | Sentiment: Negative
Text: paxton fans keep good work young lady really talented | Sentiment: Negative
Text: damn fbi agent must hate saw soon asked always tired https co | Sentiment: Negative
Text: kicking back beer watching things tacky chick flick eh got ta | Sentiment: Negative
Text: rapper zaro leonado rodriguez betancul best known viva cuba free pupito detainee area https co | Sentiment: Negative
Text: justinhayward pardon little ad currently testing twitter bit want confuse anyone | Sentiment: Negative
Text: glad hear im ok thanx | Sentiment: Negative
Text: hate much | Sentiment: Negative
Text: maraneplaza glad enjoyed first day frend | Sentiment: Negative
Text: tired | Sentiment: Negative
Text: good morning apologies mstate friends say woohoo tar nation better luck next year boys | Sentiment: Negative
Text: interviewing go today get seal approval | Sentiment: Negative
Text: redrobinrockn yes today daddy day work | Sentiment: Negative
Text: bob saget hey remember watched car wouldnt get ticket minskeys still fabulous | Sentiment: Negative
Text: tommcfly like spongebob amp like days mcfly edinburgh next day glasgow next day newcastle yaldy | Sentiment: Negative
Text: might go see marble today | Sentiment: Negative
Text: point dont even mind pain want life | Sentiment: Positive
Text: arabsodmg www youtube com watch videos comment amp suscribe amp follow cheers | Sentiment: Negative
Text: want wake watch sunrise sun set go sleep everyday forever | Sentiment: Positive
Text: niinabaniina texas arizona rt caringcorbyn literally cant explain everything much happened dont wan na anymore wtf even point literally | Sentiment: Positive
Text: warcraftdevs something demo holy fucking shit months without anything done reali https co | Sentiment: Negative
Text: acummings location updated dakno blog always looking rebc peeps rebcphl | Sentiment: Negative
Text: school worst get nervous worked throw pass force pass hyperventilating get break dont know starting get suicidal thoughts mom shames procrastinating much poor shit please help | Sentiment: Positive
Text: well want come back home | Sentiment: Negative
Text: florida usa https co waiting end please chester let come heaven dont want fight anymore nobody cares bother | Sentiment: Negative
Text: raina oh understand would want deceive people understand involve family thing ndash especially tammy | Sentiment: Positive
Text: busy times elstree studios new arrivals include murderland secret diary call girl uniting rubins huge sainsburys | Sentiment: Negative
Text: tommcfly say quot best books ever written quot quite close though bit disappointed | Sentiment: Negative
Text: hope god takes soon legit tired living really wan na die feel like crying everything https co hmnfakgoly | Sentiment: Negative
Text: escribitionist want eat foodd dun make sound bad lah another crave food | Sentiment: Negative
Text: funny | Sentiment: Negative
Text: jcred yeah thought hollywood teaching us green top movie really really powerful cars going fast | Sentiment: Negative
Text: rt princesssgb pleased announce releasing limited amount mad merch friday whyumad | Sentiment: Negative
Text: thanks welcome mark | Sentiment: Negative
Text: really hate much wait long ass line damn | Sentiment: Negative
Text: tommcfly go gerhard richter exhibition love | Sentiment: Negative
Text: horror scope quot boring desk work take constant mental readjustment quot different every day | Sentiment: Negative
Text: rt muffetmcgraw congratulations vivian stringer win tonight amazing accomplishment amazing woman sta | Sentiment: Negative
Text: tired | Sentiment: Negative
Text: joniconix ah refer tabloid letters see case must add additional rephrasing quot quot | Sentiment: Negative
Text: rt hankrsmith breaking serious relationship saying still want close friends like saying dog dead | Sentiment: Positive
Text: jessicahamby laughed hard statement hard needed thank | Sentiment: Negative
Text: wife says left updog | Sentiment: Negative
Text: http twitpic com time bust green wing | Sentiment: Negative
Text: rt narendramodi delighted join centenary celebrations patna university sharing speech programme today | Sentiment: Negative
Text: robcthegeek forgot dependency injection ioc containers tech todo list | Sentiment: Negative
Text: itsmeajyo think like feeling walking past homeless person knowing gon na give money wish https co | Sentiment: Negative
Text: tired everything want die | Sentiment: Positive
Text: yes go keep bringing swear deactivate social medias never come back yeah guys https co | Sentiment: Negative
Text: yeah watched blog tv today wife one told wanted pet lmao good night | Sentiment: Negative
Text: vacancy starring kate beckinsale luke wilson gon na watch fariah lynnnnnn rocks | Sentiment: Negative
Text: damn really hours start finish paper tomorrow hate | Sentiment: Negative
Text: alexcraven yeah saw tempted get think wait till dvd set like able gorge | Sentiment: Negative
Text: mickydodds pretty much trying follow interesting ones moment | Sentiment: Negative
Text: microblog good point | Sentiment: Negative
Text: tired | Sentiment: Negative
Text: installing call duty big hell yeah | Sentiment: Negative
Text: cant live world ok much bad evil cant handle anymore theres much evil world good almost everyone apathetic suffering world people actively contribute people harass hate kill reason people get killed natural disasters people dont give shit think whatever better move lives | Sentiment: Positive
Text: debasispradhan hah quot much time quot good point | Sentiment: Negative
Text: dajw nowt wrong abit cheese monsieur winsor | Sentiment: Negative
Text: rt rmfifthcircuit truly horrifying article us underlying deep hereditary mental health disorder tha | Sentiment: Negative
Text: proud wilmington de decreased number homicides compared time last year absolutely commendable | Sentiment: Negative
Text: staffordshire uk oh peter rid life get better dont let get anymore tears go free want chat always xxx | Sentiment: Positive
Text: messi tired | Sentiment: Negative
Text: waste space deserve die | Sentiment: Negative
Text: rt imraina dominating performance thehockeyindia let celebrations begin best wishes games ahead | Sentiment: Negative
Text: zayleeuh damn hate | Sentiment: Negative
Text: namjoon damn hate | Sentiment: Negative
Text: got exactly days life left ive never felt calm peace id rather wait till first day completely alone time need | Sentiment: Positive
Text: congratulations lucky winners | Sentiment: Negative
Text: bitch gon na kill fuck | Sentiment: Negative
Text: creamqueen lady hill ready fucking die already | Sentiment: Negative
Text: want married | Sentiment: Negative
Text: rt coletterojean hate rate group members always rate higher rate knowing damn well | Sentiment: Negative
Text: final results cbs bracket challenge ncaa mens tourney surely generation folks send trophy | Sentiment: Negative
Text: magicmagid harryslaststand grandfather fought earning military medal la boisselle https co rergdmgncl | Sentiment: Negative
Text: lol curry cuppa tea glass merlot free doggie happy negotiate | Sentiment: Negative
Text: dang man god damn insecure sigh hate | Sentiment: Negative
Text: want xbox want state decay dead ass time play really would pointless purchase | Sentiment: Positive
Text: today goal complete everything list nap day lol | Sentiment: Negative
Text: cousin recently retired years military committed suicide day realdonaldtrump elected https co | Sentiment: Negative
Text: leader band tired amp eyes growing old | Sentiment: Negative
Text: fudgegraphics hope fun time mate | Sentiment: Negative
Text: misssmashlee oh alot uni working everyone handed first assignment year friday crazy | Sentiment: Negative
Text: dunno said like | Sentiment: Negative
Text: getting ready take munchlet vet absolutely nothing relaxing next two days | Sentiment: Negative
Text: likeaword love exciting see new growth everywhere insects making first pollen bustling hedges birdsong | Sentiment: Negative
Text: hate much want kill | Sentiment: Positive
Text: got car accident wish worse gotten fatally injured driving sometimes imagine crashing something dying close calls recently drivers often think afterward wish ended hitting dont know feel like ive taking sertraline generic version zoloft stopped feeling horrible normal day day basis whenever something ordinary happens like car accident mess something like never taken medsi feel like want dont want die last couple years horrible still dreams want things started taking sertraline actively planning death like feel half wanting keep going half wanting die life moves forward much car accident going cost family lot money fault maybe would gotten compensation died wasnt around anymore would sad also wouldnt able disappoint cost afford anymorei ama terrible daughter | Sentiment: Positive
Text: ijamidayu thanks bro baru dpt login wc td lps reset password balik | Sentiment: Negative
Text: anup yea keep getting better | Sentiment: Negative
Text: jasonjdenis good morning jason hope enjoying tweeting twitter friend | Sentiment: Negative
Text: anyone know buy piano sheet music script reluctant order online buy dublin | Sentiment: Negative
Text: simonbigpicture course trust single source filter data | Sentiment: Negative
Text: awesome song press play tape http www youtube com watch geekyness best | Sentiment: Negative
Text: secondcitystyle lol thought post buying good cheap wines | Sentiment: Negative
Text: kcofficial night kelly | Sentiment: Negative
Text: hate talking someone like huh girl conversation peace around god damn | Sentiment: Negative
Text: bwagy good people like scared say real tweets transparency shown real cheers | Sentiment: Negative
Text: terrence jennbrenstore guy total complete product progressive education words https co moxngtexzj | Sentiment: Negative
Text: rt drugforumsbest woke bag head intentionally overdosed conbo mg diclazepam half handle bou | Sentiment: Negative
Text: daveixd insulting invent know get birthday http gd | Sentiment: Negative
Text: make logical sense twisted https co | Sentiment: Negative
Text: interesting night love sisters | Sentiment: Negative
Text: unfortunately leave well enough alone trying https co fcgrfftosd | Sentiment: Negative
Text: basil hafiz nice gay moment studio | Sentiment: Negative
Text: animeesay want say ill never active quite sure dont reason anymore anyways bye everyone take care | Sentiment: Positive
Text: rt memorymess pain like fire amp memories alcohol increases flare ever felt crack broken | Sentiment: Negative
Text: certain centurion servant dear unto sick ready die luke jesus god bible | Sentiment: Negative
Text: dylanphayes woop keen head sydney melbourne even yyy come still roadtrip | Sentiment: Negative
Text: bom dia twitters | Sentiment: Negative
Text: tweetdeck icons annoyng desktop change http tinyurl com devianart http tinyurl com | Sentiment: Negative
Text: madyson gregg castroville tx rt jaemverse dont want anymore | Sentiment: Positive
Text: kal penn thank kal great good luck everything | Sentiment: Negative
Text: almost attempted suicide someone blackmailed threatened thrown jail something didnt knew worked parents names | Sentiment: Negative
Text: officialcole hy cole come germany biggest wish contact know never see ok | Sentiment: Negative
Text: bmkerchief love time post update ur profile picture amazing site let tell | Sentiment: Negative
Text: everyday hate life really feel im destined miserable forever | Sentiment: Positive
Text: searching good dress care help | Sentiment: Negative
Text: finished feeding kayden breakfast relaxing watching shrek | Sentiment: Negative
Text: bottle pop shake | Sentiment: Negative
Text: benjamenus oh blimey worry say anything say personally | Sentiment: Negative
Text: waking decide drink breakfast amp people becoming twitter addicts funny | Sentiment: Negative
Text: turn look future interesting times ahead | Sentiment: Negative
Text: rt enews congratulations bts winning music group pcas https co | Sentiment: Negative
Text: going back os forced month hiatus windows linux boxes makes happy camper | Sentiment: Negative
Text: hr debugging css problem colleague computer remembered installed pc couple weeks ago | Sentiment: Negative
Text: rt myugnjuns anyways arohas lets work hard show love support astro comeback provide us another good | Sentiment: Negative
Text: tillsonburg ontario amvetsupport ok | Sentiment: Negative
Text: took twitter break back | Sentiment: Negative
Text: shelleybookworm hah round shape indeed round parts like plane | Sentiment: Negative
Text: rt bakugousblackgf nishinoya small ready die eat ass spirits | Sentiment: Negative
Text: rt niallofficial wins weeks congratulations tyrrellhatton machine | Sentiment: Negative
Text: think may time really dirty songs nickelback lol | Sentiment: Negative
Text: paulissima toolbar set functions special actually specifically useful translator | Sentiment: Negative
Text: fuck sleep going shopping today | Sentiment: Negative
Text: asking god keep loosing people life see everyday move ahead life | Sentiment: Negative
Text: hurrah someone listening delay long missed meeting back home walk dog reschedule | Sentiment: Negative
Text: gigdiary bugmum think got descriptions mixed bugmum either got ta tease treat em mean | Sentiment: Negative
Text: geeklitebeta follow reading tweet quot every second quot | Sentiment: Negative
Text: hate | Sentiment: Negative
Text: looking forward new website | Sentiment: Negative
Text: wishing happiness love | Sentiment: Negative
Text: feel like running away far away great place one find | Sentiment: Negative
Text: gunna lazy day today woo good timezzzzzzzz | Sentiment: Negative
Text: want kill afraid die dealing pain years seen many therapists tried medication nothing worked told parents tonight wanted commit suicide caused nothing chaos house looking online ways die figured drinking taking medication way go already drinking hesitant take medication scared die believe god know comes death scared pain afraid hurt succeed | Sentiment: Positive
Text: stay night tryna make feel alright uncomfortable fall asleep ugh fuck bitch ro https co | Sentiment: Negative
Text: life meaningless want end life badly life completely empty dont want create meaning creating meaning pain long hold back urge run car head first next person coming opposite way stop feeling jealous tragic characters like gomer pile swift end able bring lives | Sentiment: Positive
Text: rt joshyugen entratalorna hi tita entratalorna know humble genuine even though | Sentiment: Negative
Text: absolutely nail job despise heart manage royally fuck every si https co | Sentiment: Negative
Text: sat home nothing looking foward bakewell next week though | Sentiment: Negative
Text: gembrodie liked ryder quite awhile amp good see perform televised fight loving | Sentiment: Negative
Text: pinksealight haha lol omg im freezing haha | Sentiment: Negative
Text: silver saw photos hot | Sentiment: Negative
Text: cool leaping theme music going forgo thinking fact pepe le pew music leap | Sentiment: Negative
Text: jaimiefanatic time mc flipside mix came sooooooooooooo goooooooooood | Sentiment: Negative
Text: financial situation getting worse mental health suicide plan feel like reach plan think committed suicide years old thought lot grew made life worse | Sentiment: Positive
Text: seanhannity every day becomes disappointment us americans want america back https co | Sentiment: Negative
Text: rt shaunking supporting repbarbaralee | Sentiment: Negative
Text: tired everything wan na die | Sentiment: Negative
Text: rt elsierosehewitt much anger must carrying treat stranger life struggles battles know nothing poorly | Sentiment: Positive
Text: prays new job career praise god got new job | Sentiment: Negative
Text: hooraaaaaaaaaay proud itty bitty droplet congratulations joshua harder https co | Sentiment: Negative
Text: rt vanbrueghel release body | Sentiment: Negative
Text: rt swear motherfuckers want people horrible racist rapist homophobic pedophiles die gi | Sentiment: Positive
Text: mmmbaileys happy birthday loving foxy avatar pic well serious party plans big day | Sentiment: Negative
Text: something october overdosed felt alone horrible hospital two days walk hallways school always look weird say take pills hate one voice head wont go away cant anymore thanks reading | Sentiment: Positive
Text: big law killed husband open letter sidley partner widow https co suicide depression shame | Sentiment: Negative
Text: smeykunz fun ladies night anyone join | Sentiment: Negative
Text: guess die today tired everything rn hurt | Sentiment: Negative
Text: wan na bring mac die cocaine mixed fentanyl literally line shit https co | Sentiment: Negative
Text: watching tron oh goodness genius stuff bike scene flashed | Sentiment: Negative
Text: sugar puffs breakfast amp listening mcfly great way start day | Sentiment: Negative
Text: dvroegop slides | Sentiment: Negative
Text: newfoundland canada rt animeesay want say ill never active quite sure dont reason anymore anyways bye everyone | Sentiment: Positive
Text: open today til pm come see us | Sentiment: Negative
Text: kdwow sorry keep missing kd need apoligise nothing bad days dealing https co aaksxzhzot | Sentiment: Negative
Text: imjustcreative bless ya fella | Sentiment: Negative
Text: rt wannursyaira never say life miserable life pretty good gon na lie seems privileged life may | Sentiment: Negative
Text: ourdave good routes http www bikely com maps bike path manly dam mountain bike track today ride laps | Sentiment: Negative
Text: painful thought losing another young person suicide makes extremely hard see fam https co | Sentiment: Negative
Text: diablocody loved chelsea lately | Sentiment: Negative
Text: robjjones moody woods absolutely awesome | Sentiment: Negative
Text: since talking abt hey uhh remember yanderedev said intellectually disabled people deserve die https co | Sentiment: Negative
Text: oh great thanks pass around | Sentiment: Negative
Text: omg serious shit im getting thursday tho wat want got reply yeow | Sentiment: Positive
Text: melissa lyford sweet daughter law hope goes well today | Sentiment: Negative
Text: poindexterity ooh never alameda flea market must check thank | Sentiment: Negative
Text: tcouto cool stuff | Sentiment: Negative
Text: truly never happier life rid toxic people brought https co | Sentiment: Negative
Text: sofifii thats big one | Sentiment: Negative
Text: poorboyonline reason get banned right ronnie stay banning folks nothing try https co zijyqcpxoe | Sentiment: Negative
Text: damn really hate | Sentiment: Negative
Text: night enjoyed chat check http ning com | Sentiment: Negative
Text: rt babitabandhu mlekhioffice world got right path celebrating matri pitri pujan diwas started bapuji serviceforhumanity | Sentiment: Negative
Text: kimmmyberley lol makes good points love customers bought crocs also bought hilarious | Sentiment: Negative
Text: aahhh need sleep cloverfield worth | Sentiment: Negative
Text: psandalio yeah remembered reading think someone else mentioned still room market | Sentiment: Negative
Text: philipmccluskey gotcha fridge http tinyurl com sure photographed well though arg | Sentiment: Negative
Text: glad got changed times morning xd lovely amp sunny | Sentiment: Negative
Text: probably kill always depressed long remember summers better school always makes much worse probably would tried kill last may car last may worst ever transferred early college program soi amtaking classes cc instead shitass high school ive school two weeks progressing way faster normal idk want die nothing traumatic happened hate much probably co doesnt get better soon | Sentiment: Positive
Text: carlotaxx evening carlota bad thanks bit tired normal rolls eyes | Sentiment: Negative
Text: sowathearrogant well partially right want get sick die would dance grave may https co | Sentiment: Negative
Text: cyberpenguin really good tired good | Sentiment: Negative
Text: rt anjellycaa point semester tired everything want roll die | Sentiment: Positive
Text: today almost kill almost hit bus thank allah | Sentiment: Negative
Text: friends think weird watch news time watching news | Sentiment: Negative
Text: want overdose advil benadryl end enough job really tired shit want give | Sentiment: Positive
Text: lololololol hate trust people ugly pictures break trust like lol damn ok like sometimes | Sentiment: Negative
Text: view canada worth half wouldnt president treats friends like shit everyone enemy usa lost respect want tou build wall cause dont trust anymore | Sentiment: Positive
Text: want explain | Sentiment: Negative
Text: rt reckless jealous insane taylorlorenz story want die https co | Sentiment: Negative
Text: jamfactory beautiful typically mac web site | Sentiment: Negative
Text: im going kill art teacher expanded homework needed go like fucking five times tho https co byzgwbrfwb | Sentiment: Negative
Text: mattkelland dalek great | Sentiment: Negative
Text: rt hullablue daughter delighted see assistant referee today hair like mine referee | Sentiment: Negative
Text: mbappe tired | Sentiment: Negative
Text: rt milradjalen raesanni agree awful makes sense regardless last mistakes deserve die mocking | Sentiment: Negative
Text: rt dcostaroberts pentagon spent millions prevent suicides suicide rate went instead https co | Sentiment: Negative
Text: man game thrones going end next year wait years twow ados come get https co | Sentiment: Negative
Text: hi joined think brill haha still bed bothered getting anyway bye | Sentiment: Negative
Text: thinking killing got raped years old drunk homeless man trying find live year old boy friends gf dumped everyone hates mom dad hate got abused kid dont reason live anymore want kill | Sentiment: Positive
Text: rt therealmickeyt performance wanted delighted point still unbeaten amp got best gk world | Sentiment: Negative
Text: ny flight delays thank goodness las vegas memorable loved fob atl cs concert | Sentiment: Negative
Text: going take nap going bm tuition | Sentiment: Negative
Text: rt porrafelipeee figure dead motherfucker | Sentiment: Negative
Text: bensummers sweet altruism finest | Sentiment: Negative
Text: http twitpic com edit mood | Sentiment: Negative
Text: aaronspears soo cute good luck museum thing lol | Sentiment: Negative
Text: thatalisongirl think ginger next door fight like bad one know | Sentiment: Positive
Text: want kill | Sentiment: Negative
Text: mankind afraid death lately asking often often fear death nowdays back middle ages example course fear getting hell stupid shit like today even completly painless would struggle end suicidal would say even think often quit go pussy easy way struggle life instead going easy route personally think mankind fears unkown dont know whats death none really came back actual death reported like actual clinical dead really reason like know going kill yet probably stays way much pussy pussy get mean | Sentiment: Positive
Text: want everyone feel pain sick everyone trying hold take advantage mei amsick always second choicei amsick neglected feared hated want everyone feel wrath pain sick hiding shadows taking want everything ever happen times hope never get reliefi amsick people afraid admit makes sick see many happy people perfect lives dont deserve cant happy anyone else | Sentiment: Positive
Text: back home finished dinner stopped minute still much tonight back later | Sentiment: Negative
Text: pizza place standing room around dinnertime pizza named woo | Sentiment: Negative
Text: fucking tired depression woke feeling productive today want anything feel shit https co | Sentiment: Negative
Text: jessedonoe mean life miserable guess light end tunnel | Sentiment: Negative
Text: pembrokedave working matey next week | Sentiment: Negative
Text: done last post tired living good thing left life girlfriend broke feel alone hopeless dont really feel like going really want kill | Sentiment: Positive
Text: eating usual cant wait pogo thursday night whoop | Sentiment: Negative
Text: rabbitroodle yay good morning | Sentiment: Negative
Text: inmyheadstudios well good morning think lol nothing like playing muscial chairs sleep | Sentiment: Negative
Text: destanigroup thanks link fastpitch | Sentiment: Negative
Text: caugh caugh darth batman http hex io kkf brilliant crossover ever | Sentiment: Negative
Text: weak cant keep besides new jobs fault thati amfeeling way punish going leaveim supposed better pointi terrified taking stress leave nowi amstarting convinced killing option doctor meds probably crazy dont know dont friends either family support net dont friend shit boyfriend talk isnt problem wont saddle weakness shit person deserve | Sentiment: Positive
Text: feel lonely | Sentiment: Negative
Text: madhoward almost caught himym watched episodes calamus last night ssssoooo good | Sentiment: Negative
Text: rt sevenshepherd certain centurion servant dear unto sick ready die luke jesus god bible | Sentiment: Negative
Text: town see later | Sentiment: Negative
Text: jonathanrknight thank inspiring people check great cause might otherwise known | Sentiment: Negative
Text: forgot twitter amp pleased know people joined | Sentiment: Negative
Text: sis life isnt think life miserable | Sentiment: Negative
Text: aplusk ha nice lot like love tv right cute movie | Sentiment: Negative
Text: besties staying tonite | Sentiment: Negative
Text: rt nickdmiller damn hardcore hate preheating many ovens clear ap style https co | Sentiment: Negative
Text: alexiaaa hahas sucks | Sentiment: Negative
Text: nikkiclifton thank precious woman may receive exceedingly could ever hope imagine | Sentiment: Negative
Text: time finally come finally ready end years sickening life ready end done earlier life coping die depression involutary celibate thought resorting sex work death motivation die city born bridge meters tall enough kill fall concrete goodbye meaningless world | Sentiment: Positive
Text: nothing congratulate task thanks geovolt work maemo group | Sentiment: Negative
Text: tired want sleep afraid might dream guess fault guess problems fault ive heard thats supposed make feel better means work get better change things makes feel worse know wont people wont care die asked least could rest wouldnt tired wouldnt | Sentiment: Positive
Text: think moment coming seems pieces life already set seems fate wants mom leave house work seems opportunity free nobody cares die every day get think suicide carry wish gun think find way ive already lost everything enjoy music like girl like love someone else friends never girlfriend disgust life maybe better leave place | Sentiment: Positive
Text: wow woke bag next bed hate alcohol wtf happened tonight thanks everyone came bday dinner | Sentiment: Negative
Text: lejeff oh pants hanging old folks back england defo get back tho | Sentiment: Negative
Text: whoa want | Sentiment: Negative
Text: totd faves time bed good night day see faves time bed http ad vu | Sentiment: Negative
Text: want see painting done | Sentiment: Negative
Text: tired | Sentiment: Negative
Text: tired living pay check pay check scammer wan na dm please | Sentiment: Negative
Text: go complete social media strike till change completely unlearn fucked https co | Sentiment: Negative
Text: sitting studio talking danniee beee ignoring adding friends facebook reads | Sentiment: Negative
Text: relationship might want pursue involved something illegal | Sentiment: Negative
Text: janniestwbox dip keeps following neh gaat alweer stuk beter gelukkig one days | Sentiment: Negative
Text: installing meebo http pkab wordpress com talk online | Sentiment: Negative
Text: baby tired | Sentiment: Negative
Text: done stress | Sentiment: Negative
Text: rt soieange ultimate goal end like miserable people around settled life perpetually bitter abou | Sentiment: Positive
Text: writingprincess also designer clothes | Sentiment: Negative
Text: tired living need immediately like regular deodora https co | Sentiment: Negative
Text: select tile option little square towards bottom screen changing background | Sentiment: Negative
Text: realrobbrydon wait friday coming see recording know friday guests yet looking forward | Sentiment: Negative
Text: good morro dream banned ggui | Sentiment: Negative
Text: make topic sure get replies soon | Sentiment: Negative
Text: want clean dishes | Sentiment: Negative
Text: finally die saying want die every single day https co zxwoeexbqz | Sentiment: Negative
Text: tired suppose thats get procrastinating damn hate ego tied grades blame capitalism | Sentiment: Negative
Text: sorinna billie holiday love one nobody business | Sentiment: Negative
Text: dont worry make | Sentiment: Negative
Text: wanted kill | Sentiment: Negative
Text: moeruitami mvrp yeah fuck im logging ill maybe make another account time follow people like really dont want anymore dont enjoy verse waaay toxic | Sentiment: Positive
Text: even come back want fucking die tired everything | Sentiment: Positive
Text: rt dra buying girl weaves love language | Sentiment: Negative
Text: eating pre peeled oranges lazy peel orange | Sentiment: Negative
Text: mendelt goodmorning dude long time see | Sentiment: Negative
Text: viking dianemarieposts fricker narrow minded people jsut https co | Sentiment: Negative
Text: ilovetypography danish quot rytme quot | Sentiment: Negative
Text: thought hated really truly hate god damn much | Sentiment: Negative
Text: welcome amp good see | Sentiment: Negative
Text: ahhh shoe throwing tradition pakistan iraq india http bit ly | Sentiment: Negative
Text: tellin two bffl sign | Sentiment: Negative
Text: bbqnyc thats right unc game | Sentiment: Negative
Text: alexasberthold moon cant im fucking wreck havent touched thing work cried since dont want leave go say goodbye someone shouldnt idk anymore | Sentiment: Positive
Text: reason great day yesterday hopes today good | Sentiment: Negative
Text: survive tired like shit point living | Sentiment: Negative
Text: hate sm wan na die deserve live | Sentiment: Negative
Text: tennisgrapevine thousands dead children put sigh | Sentiment: Negative
Text: tired living tbh | Sentiment: Negative
Text: damn hate | Sentiment: Negative
Text: regyates nice pictures glad good time | Sentiment: Negative
Text: coollike quit twitter | Sentiment: Negative
Text: rt akiresaur learn art alone happy time | Sentiment: Negative
Text: sokeri thanks help realized need make work | Sentiment: Negative
Text: checking virtual box looks quite nice | Sentiment: Negative
Text: rukaarii woken pleased good match | Sentiment: Negative
Text: somebody kill evil version please | Sentiment: Negative
Text: heading home today easter break parents think home til thursday surprise | Sentiment: Negative
Text: rt mandalmadhura narendramodi black diwali us failed letavnilive reached ur office evide | Sentiment: Negative
Text: dont want anymore | Sentiment: Positive
Text: getting tired people going everything like literally everytime die cuz someone goes stuff | Sentiment: Positive
Text: ed uh oh trouble | Sentiment: Negative
Text: first game settlers even realize could pound haha | Sentiment: Negative
Text: hey hey hey joined twitter sounds like nice thing | Sentiment: Negative
Text: boddingtons baby id try anything first time wi | Sentiment: Negative
Text: ptsd alcohol extremely horrible violent stuff happen years ago nowi forgot repressed whatever several years something unrelated one day made remember everything came flooding back mind like reliving felt like never ending panic attack days buried trauma explained lot alcohol pornography cigarette usages insanely high point fucked life relationships people close signifigant waysi amafraid talk happened anyone even people trust like family potential therapist due extreme irrational paranoia people involved finding hurting sometimesi amjust completely consumed negative horrible thoughts cant escape tried getting sliding scale therapist couple years ago even gave idea therapy dont know dont want give | Sentiment: Positive
Text: amyburgh problem | Sentiment: Negative
Text: buying gun tomorrow since stores closed spare details life since one give shit anywayi amjust done everything nothing helps yes well aware alone doesnt make shit difference nothing done sick wasting life time money air much love people life arent worth living shit help dont know tried knives cant bring draw blood | Sentiment: Positive
Text: one seat church jason life choice belief artistic expression sorry https co ciilcixuqk | Sentiment: Negative
Text: michaelgrainger heh heh cld use anything almost lol | Sentiment: Negative
Text: ronaldkoeman everton sure get homework done celebrating poin https co | Sentiment: Negative
Text: weinerburger haha alright ended paying abt yes coming school tmoro oh oli pood tday | Sentiment: Negative
Text: tired lies living lies people showing versions want show shows people put | Sentiment: Positive
Text: happy birthday big guy keep good work brandon | Sentiment: Negative
Text: andreascliment nice piece software indeed | Sentiment: Negative
Text: im exhausted point need peace ive gone far deciding would die cut ties https co | Sentiment: Negative
Text: rt ryankingry picture cus damn looking good | Sentiment: Negative
Text: tired struggling im tired asking help mostly tired life worth living anymore | Sentiment: Positive
Text: ok tkts fast furious hope great sold weekend | Sentiment: Negative
Text: michelpoulain bon courage pour magento | Sentiment: Negative
Text: want healthy | Sentiment: Negative
Text: hate anything world | Sentiment: Negative
Text: motherfucker want dead | Sentiment: Negative
Text: stml overdoing william gibson novels | Sentiment: Negative
Text: rt theseoulstory cheers wonderful years highlight happy anniversary guys ent aroundus celebrate highlight | Sentiment: Negative
Text: think homies right thing amp deserves every dollar get steelers silly paying https co | Sentiment: Negative
Text: joshmadden omg thanks replying made sooo happy please folow learnt much blogs | Sentiment: Negative
Text: rt afrocybergal ugly life ugh fair wan na cute least one era miserable life | Sentiment: Negative
Text: limrobmichael wala akong specific problem actually drained tired everything wan na die hahahaha | Sentiment: Negative
Text: pezholio interesting digital engagement peep good know engaging people coal face | Sentiment: Negative
Text: vfpuk grandfather fought earning military medal la boisselle thought fight https co | Sentiment: Negative
Text: lisaindallas nerd lisa retard remember special olympics speak austrian guy breathtaking | Sentiment: Negative
Text: important meetings happening office needed yes | Sentiment: Negative
Text: happy age think best die years old anxiety entire life depression since gotten worse worse years add misophonia makes life torture especially bad dont know fucki life reason live friends family scared die ironic wish dead time least wish never born life scary anyway things dont get better next years fucking quit maybe pussy like pathetic piece shit coward dont know | Sentiment: Positive
Text: damn hardcore hate preheating many ovens clear ap style https co | Sentiment: Negative
Text: got banned boy clayster chat thot gf lunalovebadxo saying sad cod pros wake pm https co | Sentiment: Negative
Text: tayjasper alrite thanxx | Sentiment: Negative
