Text: make lunch | Sentiment: Positive
Text: paxton fan keep good work young lady really talented | Sentiment: Positive
Text: damn fbi agent must hate saw soon ask always tire http co | Sentiment: Negative
Text: kick back beer watch thing tacky chick flick eh get ta | Sentiment: Positive
Text: rapper zaro leonado rodriguez betancul best know viva cuba free pupito detainee area http co | Sentiment: Negative
Text: justinhayward pardon little ad currently test twitter bit want confuse anyone | Sentiment: Negative
Text: glad hear im ok thanx | Sentiment: Positive
Text: hate much | Sentiment: Positive
Text: maraneplaza glad enjoy first day frend | Sentiment: Positive
Text: tire | Sentiment: Positive
Text: good morning apology mstate friend say woohoo tar nation better luck next year boy | Sentiment: Positive
Text: interview go today get seal approval | Sentiment: Positive
Text: redrobinrockn yes today daddy day work | Sentiment: Positive
Text: bob saget hey remember watched car wouldnt get ticket minskeys still fabulous | Sentiment: Positive
Text: tommcfly like spongebob amp like day mcfly edinburgh next day glasgow next day newcastle yaldy | Sentiment: Positive
Text: might go see marble today | Sentiment: Positive
Text: point dont even mind pain want life | Sentiment: Negative
Text: arabsodmg www youtube com watch video comment amp suscribe amp follow cheer | Sentiment: Positive
Text: want wake watch sunrise sun set go sleep everyday forever | Sentiment: Negative
Text: niinabaniina texas arizona rt caringcorbyn literally cant explain everything much happen dont wan na anymore wtf even point literally | Sentiment: Negative
Text: warcraftdevs something demo holy fuck shit month without anything do reali http co | Sentiment: Negative
Text: acummings location update dakno blog always look rebc peep rebcphl | Sentiment: Positive
Text: school worst get nervous work throw pas force pas hyperventilate get break dont know start get suicidal thought mom sham procrastinate much poor shit please help | Sentiment: Negative
Text: well want come back home | Sentiment: Negative
Text: florida usa http co wait end please chester let come heaven dont want fight anymore nobody care bother | Sentiment: Negative
Text: raina oh understand would want deceive people understand involve family thing ndash especially tammy | Sentiment: Negative
Text: busy time elstree studio new arrival include murderland secret diary call girl unite rubins huge sainsburys | Sentiment: Positive
Text: tommcfly say quot best book ever write quot quite close though bit disappointed | Sentiment: Positive
Text: hope god take soon legit tired living really wan na die feel like cry everything http co hmnfakgoly | Sentiment: Negative
Text: escribitionist want eat foodd dun make sound bad lah another crave food | Sentiment: Negative
Text: funny | Sentiment: Positive
Text: jcred yeah think hollywood teach u green top movie really really powerful car go fast | Sentiment: Positive
Text: rt princesssgb please announce release limited amount mad merch friday whyumad | Sentiment: Positive
Text: thanks welcome mark | Sentiment: Positive
Text: really hate much wait long ass line damn | Sentiment: Positive
Text: tommcfly go gerhard richter exhibition love | Sentiment: Positive
Text: horror scope quot bore desk work take constant mental readjustment quot different every day | Sentiment: Positive
Text: rt muffetmcgraw congratulation vivian stringer win tonight amaze accomplishment amaze woman sta | Sentiment: Positive
Text: tire | Sentiment: Positive
Text: joniconix ah refer tabloid letter see case must add additional rephrase quot quot | Sentiment: Positive
Text: rt hankrsmith break serious relationship say still want close friend like say dog dead | Sentiment: Negative
Text: jessicahamby laugh hard statement hard need thank | Sentiment: Positive
Text: wife say leave updog | Sentiment: Positive
Text: http twitpic com time bust green wing | Sentiment: Negative
Text: rt narendramodi delight join centenary celebration patna university share speech programme today | Sentiment: Positive
Text: robcthegeek forget dependency injection ioc container tech todo list | Sentiment: Positive
Text: itsmeajyo think like feel walk past homeless person know gon na give money wish http co | Sentiment: Negative
Text: tire everything want die | Sentiment: Positive
Text: yes go keep bring swear deactivate social medias never come back yeah guy https co | Sentiment: Negative
Text: yeah watch blog tv today wife one told want pet lmao good night | Sentiment: Negative
Text: vacancy star kate beckinsale luke wilson gon na watch fariah lynnnnnn rock | Sentiment: Positive
Text: damn really hour start finish paper tomorrow hate | Sentiment: Positive
Text: alexcraven yeah saw tempted get think wait till dvd set like able gorge | Sentiment: Positive
Text: mickydodds pretty much try follow interesting one moment | Sentiment: Positive
Text: microblog good point | Sentiment: Positive
Text: tire | Sentiment: Positive
Text: instal call duty big hell yeah | Sentiment: Positive
Text: cant live world ok much bad evil cant handle anymore theres much evil world good almost everyone apathetic suffering world people actively contribute people harass hate kill reason people get kill natural disaster people dont give shit think whatever well move life | Sentiment: Negative
Text: debasispradhan hah quot much time quot good point | Sentiment: Positive
Text: dajw nowt wrong abit cheese monsieur winsor | Sentiment: Positive
Text: rt rmfifthcircuit truly horrify article u underlie deep hereditary mental health disorder tha | Sentiment: Positive
Text: proud wilmington de decreased number homicide compare time last year absolutely commendable | Sentiment: Positive
Text: staffordshire uk oh peter rid life get well dont let get anymore tear go free want chat always xxx | Sentiment: Negative
Text: messi tire | Sentiment: Positive
Text: waste space deserve die | Sentiment: Positive
Text: rt imraina dominate performance thehockeyindia let celebration begin best wish game ahead | Sentiment: Positive
Text: zayleeuh damn hate | Sentiment: Positive
Text: namjoon damn hate | Sentiment: Positive
Text: get exactly day life leave ive never felt calm peace id rather wait till first day completely alone time need | Sentiment: Negative
Text: congratulation lucky winner | Sentiment: Positive
Text: bitch gon na kill fuck | Sentiment: Negative
Text: creamqueen lady hill ready fuck die already | Sentiment: Negative
Text: want marry | Sentiment: Positive
Text: rt coletterojean hate rate group member always rate higher rate know damn well | Sentiment: Positive
Text: final result cbs bracket challenge ncaa mens tourney surely generation folk send trophy | Sentiment: Positive
Text: magicmagid harryslaststand grandfather fight earn military medal la boisselle http co rergdmgncl | Sentiment: Negative
Text: lol curry cuppa tea glass merlot free doggie happy negotiate | Sentiment: Positive
Text: dang man god damn insecure sigh hate | Sentiment: Positive
Text: want xbox want state decay dead as time play really would pointless purchase | Sentiment: Negative
Text: today goal complete everything list nap day lol | Sentiment: Positive
Text: cousin recently retire year military commit suicide day realdonaldtrump elect http co | Sentiment: Negative
Text: leader band tire amp eye grow old | Sentiment: Positive
Text: fudgegraphics hope fun time mate | Sentiment: Positive
Text: misssmashlee oh alot uni work everyone hand first assignment year friday crazy | Sentiment: Positive
Text: dunno say like | Sentiment: Positive
Text: get ready take munchlet vet absolutely nothing relax next two day | Sentiment: Positive
Text: likeaword love excite see new growth everywhere insect make first pollen bustling hedge birdsong | Sentiment: Positive
Text: hate much want kill | Sentiment: Negative
Text: get car accident wish worse get fatally injured drive sometimes imagine crash something die close call recently driver often think afterward wish end hit dont know feel like ive take sertraline generic version zoloft stop feel horrible normal day day basis whenever something ordinary happens like car accident mess something like never take medsi feel like want dont want die last couple year horrible still dream want thing start take sertraline actively plan death like feel half want keep go half want die life move forward much car accident go cost family lot money fault maybe would get compensation die wasnt around anymore would sad also wouldnt able disappoint cost afford anymorei ama terrible daughter | Sentiment: Negative
Text: ijamidayu thanks bro baru dpt login wc td lps reset password balik | Sentiment: Positive
Text: anup yea keep get well | Sentiment: Positive
Text: jasonjdenis good morning jason hope enjoy tweet twitter friend | Sentiment: Negative
Text: anyone know buy piano sheet music script reluctant order online buy dublin | Sentiment: Positive
Text: simonbigpicture course trust single source filter data | Sentiment: Positive
Text: awesome song press play tape http www youtube com watch geekyness best | Sentiment: Negative
Text: secondcitystyle lol think post buy good cheap wine | Sentiment: Positive
Text: kcofficial night kelly | Sentiment: Positive
Text: hate talk someone like huh girl conversation peace around god damn | Sentiment: Positive
Text: bwagy good people like scar say real tweet transparency show real cheer | Sentiment: Positive
Text: terrence jennbrenstore guy total complete product progressive education word https co moxngtexzj | Sentiment: Negative
Text: rt drugforumsbest woke bag head intentionally overdose conbo mg diclazepam half handle bou | Sentiment: Positive
Text: daveixd insult invent know get birthday http gd | Sentiment: Negative
Text: make logical sense twist http co | Sentiment: Negative
Text: interest night love sister | Sentiment: Positive
Text: unfortunately leave well enough alone try https co fcgrfftosd | Sentiment: Negative
Text: basil hafiz nice gay moment studio | Sentiment: Positive
Text: animeesay want say ill never active quite sure dont reason anymore anyways bye everyone take care | Sentiment: Negative
Text: rt memorymess pain like fire amp memory alcohol increase flare ever felt crack broken | Sentiment: Positive
Text: certain centurion servant dear unto sick ready die luke jesus god bible | Sentiment: Positive
Text: dylanphayes woop keen head sydney melbourne even yyy come still roadtrip | Sentiment: Positive
Text: bom dia twitter | Sentiment: Positive
Text: tweetdeck icon annoyng desktop change http tinyurl com devianart http tinyurl com | Sentiment: Negative
Text: madyson gregg castroville tx rt jaemverse dont want anymore | Sentiment: Negative
Text: kal penn thank kal great good luck everything | Sentiment: Positive
Text: almost attempt suicide someone blackmail threaten thrown jail something didnt know worked parent name | Sentiment: Positive
Text: officialcole hy cole come germany biggest wish contact know never see ok | Sentiment: Positive
Text: bmkerchief love time post update ur profile picture amaze site let tell | Sentiment: Positive
Text: everyday hate life really feel im destine miserable forever | Sentiment: Negative
Text: search good dress care help | Sentiment: Positive
Text: finish feed kayden breakfast relax watch shrek | Sentiment: Positive
Text: bottle pop shake | Sentiment: Positive
Text: benjamenus oh blimey worry say anything say personally | Sentiment: Positive
Text: wake decide drink breakfast amp people become twitter addict funny | Sentiment: Positive
Text: turn look future interesting time ahead | Sentiment: Positive
Text: rt enews congratulation bts win music group pcas http co | Sentiment: Negative
Text: go back o force month hiatus windows linux box make happy camper | Sentiment: Positive
Text: hr debug cs problem colleague computer remember installed pc couple week ago | Sentiment: Positive
Text: rt myugnjuns anyways arohas let work hard show love support astro comeback provide u another good | Sentiment: Positive
Text: tillsonburg ontario amvetsupport ok | Sentiment: Positive
Text: take twitter break back | Sentiment: Positive
Text: shelleybookworm hah round shape indeed round part like plane | Sentiment: Positive
Text: rt bakugousblackgf nishinoya small ready die eat as spirit | Sentiment: Positive
Text: rt niallofficial win week congratulation tyrrellhatton machine | Sentiment: Positive
Text: think may time really dirty song nickelback lol | Sentiment: Positive
Text: paulissima toolbar set function special actually specifically useful translator | Sentiment: Positive
Text: fuck sleep go shopping today | Sentiment: Positive
Text: ask god keep loosing people life see everyday move ahead life | Sentiment: Positive
Text: hurrah someone listen delay long miss meeting back home walk dog reschedule | Sentiment: Positive
Text: gigdiary bugmum think get description mixed bugmum either get ta tease treat em mean | Sentiment: Positive
Text: geeklitebeta follow read tweet quot every second quot | Sentiment: Positive
Text: hate | Sentiment: Positive
Text: look forward new website | Sentiment: Positive
Text: wish happiness love | Sentiment: Positive
Text: feel like run away far away great place one find | Sentiment: Positive
Text: gunna lazy day today woo good timezzzzzzzz | Sentiment: Positive
Text: want kill afraid die deal pain year see many therapist try medication nothing work told parent tonight wanted commit suicide cause nothing chaos house look online way die figure drinking take medication way go already drink hesitant take medication scar die believe god know come death scar pain afraid hurt succeed | Sentiment: Negative
Text: stay night tryna make feel alright uncomfortable fall asleep ugh fuck bitch ro http co | Sentiment: Negative
Text: life meaningless want end life badly life completely empty dont want create meaning create mean pain long hold back urge run car head first next person come opposite way stop feeling jealous tragic character like gomer pile swift end able bring life | Sentiment: Negative
Text: rt joshyugen entratalorna hi tita entratalorna know humble genuine even though | Sentiment: Positive
Text: absolutely nail job despise heart manage royally fuck every si http co | Sentiment: Negative
Text: sat home nothing look foward bakewell next week though | Sentiment: Positive
Text: gembrodie like ryder quite awhile amp good see perform televise fight loving | Sentiment: Positive
Text: pinksealight haha lol omg im freeze haha | Sentiment: Positive
Text: silver saw photo hot | Sentiment: Positive
Text: cool leap theme music go forgo think fact pepe le pew music leap | Sentiment: Positive
Text: jaimiefanatic time mc flipside mix come sooooooooooooo goooooooooood | Sentiment: Positive
Text: financial situation get worse mental health suicide plan feel like reach plan think commit suicide year old thought lot grow make life worse | Sentiment: Negative
Text: seanhannity every day become disappointment u americans want america back https co | Sentiment: Negative
Text: rt shaunking support repbarbaralee | Sentiment: Positive
Text: tire everything wan na die | Sentiment: Positive
Text: rt elsierosehewitt much anger must carry treat stranger life struggle battle know nothing poorly | Sentiment: Positive
Text: prays new job career praise god get new job | Sentiment: Positive
Text: hooraaaaaaaaaay proud itty bitty droplet congratulation joshua hard http co | Sentiment: Negative
Text: rt vanbrueghel release body | Sentiment: Positive
Text: rt swear motherfucker want people horrible racist rapist homophobic pedophile die gi | Sentiment: Positive
Text: mmmbaileys happy birthday love foxy avatar pic well serious party plan big day | Sentiment: Positive
Text: something october overdose felt alone horrible hospital two day walk hallways school always look weird say take pill hate one voice head wont go away cant anymore thanks read | Sentiment: Negative
Text: big law kill husband open letter sidley partner widow http co suicide depression shame | Sentiment: Negative
Text: smeykunz fun lady night anyone join | Sentiment: Positive
Text: guess die today tire everything rn hurt | Sentiment: Positive
Text: wan na bring mac die cocaine mixed fentanyl literally line shit http co | Sentiment: Negative
Text: watch tron oh goodness genius stuff bike scene flash | Sentiment: Positive
Text: sugar puff breakfast amp listen mcfly great way start day | Sentiment: Positive
Text: dvroegop slide | Sentiment: Positive
Text: newfoundland canada rt animeesay want say ill never active quite sure dont reason anymore anyways bye everyone | Sentiment: Negative
Text: open today til pm come see u | Sentiment: Positive
Text: kdwow sorry keep miss kd need apoligise nothing bad day deal https co aaksxzhzot | Sentiment: Negative
Text: imjustcreative bless ya fella | Sentiment: Positive
Text: rt wannursyaira never say life miserable life pretty good gon na lie seem privileged life may | Sentiment: Positive
Text: ourdave good route http www bikely com map bike path manly dam mountain bike track today ride lap | Sentiment: Negative
Text: painful think lose another young person suicide make extremely hard see fam http co | Sentiment: Negative
Text: diablocody love chelsea lately | Sentiment: Positive
Text: robjjones moody wood absolutely awesome | Sentiment: Positive
Text: since talk abt hey uhh remember yanderedev say intellectually disabled people deserve die http co | Sentiment: Negative
Text: oh great thanks pass around | Sentiment: Positive
Text: omg serious shit im get thursday tho wat want get reply yeow | Sentiment: Negative
Text: melissa lyford sweet daughter law hope go well today | Sentiment: Positive
Text: poindexterity ooh never alameda flea market must check thank | Sentiment: Positive
Text: tcouto cool stuff | Sentiment: Positive
Text: truly never happier life rid toxic people bring http co | Sentiment: Negative
Text: sofifii thats big one | Sentiment: Positive
Text: poorboyonline reason get ban right ronnie stay ban folk nothing try http co zijyqcpxoe | Sentiment: Negative
Text: damn really hate | Sentiment: Positive
Text: night enjoy chat check http ning com | Sentiment: Negative
Text: rt babitabandhu mlekhioffice world get right path celebrate matri pitri pujan diwas start bapuji serviceforhumanity | Sentiment: Positive
Text: kimmmyberley lol make good point love customer buy crocs also buy hilarious | Sentiment: Positive
Text: aahhh need sleep cloverfield worth | Sentiment: Positive
Text: psandalio yeah remember read think someone else mention still room market | Sentiment: Positive
Text: philipmccluskey gotcha fridge http tinyurl com sure photograph well though arg | Sentiment: Negative
Text: glad get change time morning xd lovely amp sunny | Sentiment: Positive
Text: probably kill always depress long remember summer better school always make much worse probably would try kill last may car last may worst ever transfer early college program soi amtaking class cc instead shitass high school ive school two week progress way faster normal idk want die nothing traumatic happen hate much probably co doesnt get better soon | Sentiment: Negative
Text: carlotaxx even carlota bad thanks bit tired normal roll eye | Sentiment: Positive
Text: sowathearrogant well partially right want get sick die would dance grave may https co | Sentiment: Negative
Text: cyberpenguin really good tire good | Sentiment: Positive
Text: rt anjellycaa point semester tire everything want roll die | Sentiment: Positive
Text: today almost kill almost hit bus thank allah | Sentiment: Positive
Text: friend think weird watch news time watch news | Sentiment: Positive
Text: want overdose advil benadryl end enough job really tire shit want give | Sentiment: Negative
Text: lololololol hate trust people ugly picture break trust like lol damn ok like sometimes | Sentiment: Positive
Text: view canada worth half wouldnt president treat friends like shit everyone enemy usa lose respect want tou build wall cause dont trust anymore | Sentiment: Negative
Text: want explain | Sentiment: Positive
Text: rt reckless jealous insane taylorlorenz story want die http co | Sentiment: Negative
Text: jamfactory beautiful typically mac web site | Sentiment: Positive
Text: im go kill art teacher expand homework need go like fuck five time tho https co byzgwbrfwb | Sentiment: Negative
Text: mattkelland dalek great | Sentiment: Positive
Text: rt hullablue daughter delight see assistant referee today hair like mine referee | Sentiment: Positive
Text: mbappe tire | Sentiment: Positive
Text: rt milradjalen raesanni agree awful make sense regardless last mistake deserve die mocking | Sentiment: Positive
Text: rt dcostaroberts pentagon spend million prevent suicide suicide rate go instead https co | Sentiment: Negative
Text: man game throne go end next year wait year twow ado come get https co | Sentiment: Negative
Text: hi join think brill haha still bed bother get anyway bye | Sentiment: Positive
Text: think kill get raped year old drunk homeless man try find live year old boy friends gf dump everyone hate mom dad hate get abused kid dont reason live anymore want kill | Sentiment: Negative
Text: rt therealmickeyt performance want delighted point still unbeaten amp get best gk world | Sentiment: Negative
Text: ny flight delay thank goodness la vega memorable love fob atl c concert | Sentiment: Positive
Text: go take nap go bm tuition | Sentiment: Positive
Text: rt porrafelipeee figure dead motherfucker | Sentiment: Positive
Text: bensummers sweet altruism finest | Sentiment: Positive
Text: http twitpic com edit mood | Sentiment: Negative
Text: aaronspears soo cute good luck museum thing lol | Sentiment: Positive
Text: thatalisongirl think ginger next door fight like bad one know | Sentiment: Negative
Text: want kill | Sentiment: Positive
Text: mankind afraid death lately ask often often fear death nowdays back middle age example course fear get hell stupid shit like today even completly painless would struggle end suicidal would say even think often quit go pussy easy way struggle life instead go easy route personally think mankind fear unkown dont know whats death none really come back actual death report like actual clinical dead really reason like know go kill yet probably stay way much pussy pussy get mean | Sentiment: Negative
Text: want everyone feel pain sick everyone try hold take advantage mei amsick always second choicei amsick neglect fear hated want everyone feel wrath pain sick hiding shadow take want everything ever happen time hope never get reliefi amsick people afraid admit make sick see many happy people perfect live dont deserve cant happy anyone else | Sentiment: Negative
Text: back home finish dinner stop minute still much tonight back later | Sentiment: Positive
Text: pizza place stand room around dinnertime pizza name woo | Sentiment: Positive
Text: fuck tired depression wake feel productive today want anything feel shit http co | Sentiment: Negative
Text: jessedonoe mean life miserable guess light end tunnel | Sentiment: Positive
Text: pembrokedave work matey next week | Sentiment: Positive
Text: do last post tire live good thing leave life girlfriend break feel alone hopeless dont really feel like go really want kill | Sentiment: Negative
Text: eat usual cant wait pogo thursday night whoop | Sentiment: Positive
Text: rabbitroodle yay good morning | Sentiment: Positive
Text: inmyheadstudios well good morning think lol nothing like play muscial chair sleep | Sentiment: Positive
Text: destanigroup thanks link fastpitch | Sentiment: Positive
Text: caugh caugh darth batman http hex io kkf brilliant crossover ever | Sentiment: Negative
Text: weak cant keep besides new job fault thati amfeeling way punish go leaveim suppose well pointi terrify take stress leave nowi amstarting convinced kill option doctor meds probably crazy dont know dont friend either family support net dont friend shit boyfriend talk isnt problem wont saddle weakness shit person deserve | Sentiment: Negative
Text: feel lonely | Sentiment: Positive
Text: madhoward almost caught himym watch episode calamus last night ssssoooo good | Sentiment: Positive
Text: rt sevenshepherd certain centurion servant dear unto sick ready die luke jesus god bible | Sentiment: Positive
Text: town see later | Sentiment: Positive
Text: jonathanrknight thank inspire people check great cause might otherwise know | Sentiment: Positive
Text: forgot twitter amp please know people join | Sentiment: Positive
Text: si life isnt think life miserable | Sentiment: Positive
Text: aplusk ha nice lot like love tv right cute movie | Sentiment: Positive
Text: besties stay tonite | Sentiment: Positive
Text: rt nickdmiller damn hardcore hate preheat many oven clear ap style http co | Sentiment: Negative
Text: alexiaaa hahas suck | Sentiment: Positive
Text: nikkiclifton thank precious woman may receive exceedingly could ever hope imagine | Sentiment: Positive
Text: time finally come finally ready end year sicken life ready end do earlier life cop die depression involutary celibate think resort sex work death motivation die city bear bridge meter tall enough kill fall concrete goodbye meaningless world | Sentiment: Negative
Text: nothing congratulate task thanks geovolt work maemo group | Sentiment: Positive
Text: tire want sleep afraid might dream guess fault guess problem fault ive heard thats suppose make feel well mean work get well change thing make feel worse know wont people wont care die ask least could rest wouldnt tire wouldnt | Sentiment: Negative
Text: think moment come seem piece life already set seem fate want mom leave house work seem opportunity free nobody care die every day get think suicide carry wish gun think find way ive already lose everything enjoy music like girl like love someone else friends never girlfriend disgust life maybe better leave place | Sentiment: Negative
Text: wow wake bag next bed hate alcohol wtf happen tonight thanks everyone come bday dinner | Sentiment: Positive
Text: lejeff oh pant hang old folk back england defo get back tho | Sentiment: Positive
Text: whoa want | Sentiment: Positive
Text: totd faves time bed good night day see faves time bed http ad vu | Sentiment: Negative
Text: want see paint do | Sentiment: Positive
Text: tire | Sentiment: Positive
Text: tired living pay check pay check scammer wan na dm please | Sentiment: Positive
Text: go complete social medium strike till change completely unlearn fuck https co | Sentiment: Negative
Text: sit studio talk danniee beee ignore add friend facebook read | Sentiment: Positive
Text: relationship might want pursue involve something illegal | Sentiment: Positive
Text: janniestwbox dip keep follow neh gaat alweer stuk beter gelukkig one day | Sentiment: Positive
Text: instal meebo http pkab wordpress com talk online | Sentiment: Negative
Text: baby tire | Sentiment: Positive
Text: do stress | Sentiment: Positive
Text: rt soieange ultimate goal end like miserable people around settled life perpetually bitter abou | Sentiment: Positive
Text: writingprincess also designer clothes | Sentiment: Positive
Text: tire live need immediately like regular deodora https co | Sentiment: Negative
Text: select tile option little square towards bottom screen change background | Sentiment: Positive
Text: realrobbrydon wait friday come see record know friday guest yet look forward | Sentiment: Positive
Text: good morro dream ban ggui | Sentiment: Positive
Text: make topic sure get reply soon | Sentiment: Positive
Text: want clean dish | Sentiment: Positive
Text: finally die say want die every single day https co zxwoeexbqz | Sentiment: Negative
Text: tire suppose thats get procrastinate damn hate ego tie grade blame capitalism | Sentiment: Negative
Text: sorinna billie holiday love one nobody business | Sentiment: Positive
Text: dont worry make | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: moeruitami mvrp yeah fuck im logging ill maybe make another account time follow people like really dont want anymore dont enjoy verse waaay toxic | Sentiment: Negative
Text: even come back want fuck die tire everything | Sentiment: Negative
Text: rt dra buy girl weave love language | Sentiment: Positive
Text: eat pre peel orange lazy peel orange | Sentiment: Positive
Text: mendelt goodmorning dude long time see | Sentiment: Positive
Text: viking dianemarieposts fricker narrow mind people jsut https co | Sentiment: Negative
Text: ilovetypography danish quot rytme quot | Sentiment: Positive
Text: thought hat really truly hate god damn much | Sentiment: Positive
Text: welcome amp good see | Sentiment: Positive
Text: ahhh shoe throw tradition pakistan iraq india http bit ly | Sentiment: Negative
Text: tellin two bffl sign | Sentiment: Positive
Text: bbqnyc thats right unc game | Sentiment: Positive
Text: alexasberthold moon cant im fuck wreck havent touch thing work cry since dont want leave go say goodbye someone shouldnt idk anymore | Sentiment: Negative
Text: reason great day yesterday hop today good | Sentiment: Negative
Text: survive tire like shit point living | Sentiment: Positive
Text: hate sm wan na die deserve live | Sentiment: Negative
Text: tennisgrapevine thousand dead child put sigh | Sentiment: Positive
Text: tired living tbh | Sentiment: Positive
Text: damn hate | Sentiment: Positive
Text: regyates nice picture glad good time | Sentiment: Positive
Text: coollike quit twitter | Sentiment: Positive
Text: rt akiresaur learn art alone happy time | Sentiment: Positive
Text: sokeri thanks help realize need make work | Sentiment: Positive
Text: check virtual box look quite nice | Sentiment: Positive
Text: rukaarii woken please good match | Sentiment: Positive
Text: somebody kill evil version please | Sentiment: Positive
Text: head home today easter break parent think home til thursday surprise | Sentiment: Positive
Text: rt mandalmadhura narendramodi black diwali u fail letavnilive reach ur office evide | Sentiment: Positive
Text: dont want anymore | Sentiment: Negative
Text: get tired people go everything like literally everytime die cuz someone go stuff | Sentiment: Negative
Text: ed uh oh trouble | Sentiment: Positive
Text: first game settler even realize could pound haha | Sentiment: Positive
Text: hey hey hey join twitter sound like nice thing | Sentiment: Positive
Text: boddingtons baby id try anything first time wi | Sentiment: Positive
Text: ptsd alcohol extremely horrible violent stuff happen year ago nowi forget repress whatever several year something unrelated one day make remember everything come flood back mind like relive felt like never end panic attack day bury trauma explain lot alcohol pornography cigarette usages insanely high point fuck life relationship people close signifigant waysi amafraid talk happen anyone even people trust like family potential therapist due extreme irrational paranoia people involve find hurt sometimesi amjust completely consume negative horrible thought cant escape try get slide scale therapist couple year ago even give idea therapy dont know dont want give | Sentiment: Negative
Text: amyburgh problem | Sentiment: Positive
Text: buy gun tomorrow since store close spare detail life since one give shit anywayi amjust do everything nothing help yes well aware alone doesnt make shit difference nothing do sick waste life time money air much love people life arent worth living shit help dont know tried knife cant bring draw blood | Sentiment: Negative
Text: one seat church jason life choice belief artistic expression sorry https co ciilcixuqk | Sentiment: Negative
Text: michaelgrainger heh heh cld use anything almost lol | Sentiment: Positive
Text: ronaldkoeman everton sure get homework do celebrate poin http co | Sentiment: Negative
Text: weinerburger haha alright end pay abt yes come school tmoro oh oli pood tday | Sentiment: Positive
Text: tired lie live lie people show version want show show people put | Sentiment: Positive
Text: happy birthday big guy keep good work brandon | Sentiment: Positive
Text: andreascliment nice piece software indeed | Sentiment: Positive
Text: im exhaust point need peace ive go far decide would die cut tie https co | Sentiment: Negative
Text: rt ryankingry picture cu damn look good | Sentiment: Positive
Text: tired struggle im tire ask help mostly tired life worth live anymore | Sentiment: Positive
Text: ok tkts fast furious hope great sell weekend | Sentiment: Positive
Text: michelpoulain bon courage pour magento | Sentiment: Positive
Text: want healthy | Sentiment: Positive
Text: hate anything world | Sentiment: Positive
Text: motherfucker want dead | Sentiment: Positive
Text: stml overdo william gibson novel | Sentiment: Positive
Text: rt theseoulstory cheer wonderful year highlight happy anniversary guy ent aroundus celebrate highlight | Sentiment: Positive
Text: think homies right thing amp deserve every dollar get steelers silly pay http co | Sentiment: Negative
Text: joshmadden omg thanks reply make sooo happy please folow learnt much blog | Sentiment: Positive
Text: rt afrocybergal ugly life ugh fair wan na cute least one era miserable life | Sentiment: Positive
Text: limrobmichael wala akong specific problem actually drain tired everything wan na die hahahaha | Sentiment: Positive
Text: pezholio interesting digital engagement peep good know engage people coal face | Sentiment: Positive
Text: vfpuk grandfather fight earn military medal la boisselle think fight https co | Sentiment: Negative
Text: lisaindallas nerd lisa retard remember special olympics speak austrian guy breathtaking | Sentiment: Positive
Text: important meeting happen office need yes | Sentiment: Positive
Text: happy age think best die year old anxiety entire life depression since gotten worse worse year add misophonia make life torture especially bad dont know fucki life reason live friend family scar die ironic wish dead time least wish never bear life scary anyway thing dont get well next year fuck quit maybe pussy like pathetic piece shit coward dont know | Sentiment: Negative
Text: damn hardcore hate preheat many oven clear ap style http co | Sentiment: Negative
Text: get ban boy clayster chat thot gf lunalovebadxo say sad cod pro wake pm http co | Sentiment: Negative
Text: tayjasper alrite thanxx | Sentiment: Positive
Text: squishynoms get mumps thankfully life spar woop | Sentiment: Positive
Text: wan na fuck sleep never wake ever | Sentiment: Negative
Text: messi tire | Sentiment: Positive
Text: rt waynerooney congratulation joe cole brilliant career enjoy retirement mate http co | Sentiment: Negative
Text: rt iriswestallens want remind without iris barry allen would dead right useless right theflash | Sentiment: Positive
Text: thefemgeek interest ask question | Sentiment: Positive
Text: markgeollli pls bring image mind ready die | Sentiment: Positive
Text: mummyofmany home make brownie | Sentiment: Positive
Text: hi chew literally best fuck candy ever | Sentiment: Negative
Text: think live sexually abused year take one second relive feel hand body would rather take life live guilt shame feel tell anyone happen feel like go insane | Sentiment: Negative
Text: love new song chorus real nice catchy gud job track record jordan | Sentiment: Positive
Text: end hospital suicide attempt heart mess wont let leave medically stable go psych hospital sure work | Sentiment: Positive
Text: ergo dream would crush would work dead end job rest life let form https co qypihvqkmk | Sentiment: Negative
Text: mykitchenstore plan first one year egg hunt | Sentiment: Positive
Text: quite bored reallyyy phone baby | Sentiment: Positive
Text: rt deepee xo fun amp game throw hotcheetos http co | Sentiment: Negative
Text: easter egg without calorie http www etsy com view list php listing id | Sentiment: Negative
Text: missgc yeah see reply congrats dear must happy | Sentiment: Positive
Text: dandad beautifully design fully accessible html website | Sentiment: Positive
Text: miss chance love death cant come fast enough iq thats percentile also ms ba top ten school cant figure somehow old attract someone attract behind ivy graduate year old temp position enough make worth something tired love envy attention woman get dont think ever want like good enough | Sentiment: Negative
Text: hughsbeautiful gon na awesome eeek one week | Sentiment: Positive
Text: raikb tire everything | Sentiment: Positive
Text: feel happy giant box chocolate arrive morning easter wonderful underrate holiday | Sentiment: Positive
Text: wolfgirl may wait longer wait someone ask lol | Sentiment: Positive
Text: get back swelter morning cover cowboy preseason train air con office break http co | Sentiment: Negative
Text: theschwasound feraljokes fuck somebody come kill please | Sentiment: Negative
Text: capnskulduggery oh dear nearly bedtime least sure tomorrow better urge hibernate get work | Sentiment: Positive
