Text: making lunch | Sentiment: Positive
Text: want go back school rn want drive want stupid project https co | Sentiment: Negative
Text: lolithicc northen ireland im sorry really want life end im sorry drank week straight sorry hard say gon na fine life never fine atall im sorry dont want anymore | Sentiment: Negative
Text: alancostello thats send later since completley missed fridays lyrics | Sentiment: Positive
Text: thinks found good group help refocus | Sentiment: Positive
Text: good start today | Sentiment: Positive
Text: got film giggles lt colbert | Sentiment: Positive
Text: marcammann yah hope btw want could dinner thursday | Sentiment: Positive
Text: twinelis wine food nice people fun today delidelux | Sentiment: Positive
Text: sonjanorwood see fast learner lol went messages pages full one night go head ms sonya | Sentiment: Positive
Text: styling hunting today brick lane west end later today need get canon lens jacobs | Sentiment: Positive
Text: giftuseeme thas good think might go fun | Sentiment: Positive
Text: tried good buy food dead ass want chipotle chicken rice rn | Sentiment: Positive
Text: acummings watching figured maple frosted today delicious dd coffee | Sentiment: Positive
Text: stan chart card want way access money earned | Sentiment: Positive
Text: generic shit whats fucking point life literally incapable achieving happiness like fuck dude drunk feel even shittier sober give one week still feel like complete fucking shit like past years thats done | Sentiment: Negative
Text: nikki knebs congrats hopefully seeing fall | Sentiment: Positive
Text: sigh hate hardly get time fun anymore go sleep early waking https co usjjtgfjer | Sentiment: Negative
Text: katahay adore music extremely talented | Sentiment: Positive
Text: please tired everything discordapp coffee maker popup https co mlxvjzielj | Sentiment: Negative
Text: paxton fans keep good work young lady really talented | Sentiment: Positive
Text: damn fbi agent must hate saw soon asked always tired https co | Sentiment: Negative
Text: kicking back beer watching things tacky chick flick eh got ta | Sentiment: Positive
Text: rapper zaro leonado rodriguez betancul best known viva cuba free pupito detainee area https co | Sentiment: Negative
Text: justinhayward pardon little ad currently testing twitter bit want confuse anyone | Sentiment: Positive
Text: glad hear im ok thanx | Sentiment: Positive
Text: hate much | Sentiment: Positive
Text: maraneplaza glad enjoyed first day frend | Sentiment: Positive
Text: tired | Sentiment: Positive
Text: good morning apologies mstate friends say woohoo tar nation better luck next year boys | Sentiment: Positive
Text: interviewing go today get seal approval | Sentiment: Positive
Text: redrobinrockn yes today daddy day work | Sentiment: Positive
Text: bob saget hey remember watched car wouldnt get ticket minskeys still fabulous | Sentiment: Positive
Text: tommcfly like spongebob amp like days mcfly edinburgh next day glasgow next day newcastle yaldy | Sentiment: Positive
Text: might go see marble today | Sentiment: Positive
Text: point dont even mind pain want life | Sentiment: Positive
Text: arabsodmg www youtube com watch videos comment amp suscribe amp follow cheers | Sentiment: Positive
Text: want wake watch sunrise sun set go sleep everyday forever | Sentiment: Positive
Text: niinabaniina texas arizona rt caringcorbyn literally cant explain everything much happened dont wan na anymore wtf even point literally | Sentiment: Positive
Text: warcraftdevs something demo holy fucking shit months without anything done reali https co | Sentiment: Negative
Text: acummings location updated dakno blog always looking rebc peeps rebcphl | Sentiment: Positive
Text: school worst get nervous worked throw pass force pass hyperventilating get break dont know starting get suicidal thoughts mom shames procrastinating much poor shit please help | Sentiment: Positive
Text: well want come back home | Sentiment: Positive
Text: florida usa https co waiting end please chester let come heaven dont want fight anymore nobody cares bother | Sentiment: Negative
Text: raina oh understand would want deceive people understand involve family thing ndash especially tammy | Sentiment: Positive
Text: busy times elstree studios new arrivals include murderland secret diary call girl uniting rubins huge sainsburys | Sentiment: Positive
Text: tommcfly say quot best books ever written quot quite close though bit disappointed | Sentiment: Positive
Text: hope god takes soon legit tired living really wan na die feel like crying everything https co hmnfakgoly | Sentiment: Negative
Text: escribitionist want eat foodd dun make sound bad lah another crave food | Sentiment: Positive
Text: funny | Sentiment: Positive
Text: jcred yeah thought hollywood teaching us green top movie really really powerful cars going fast | Sentiment: Positive
Text: rt princesssgb pleased announce releasing limited amount mad merch friday whyumad | Sentiment: Positive
Text: thanks welcome mark | Sentiment: Positive
Text: really hate much wait long ass line damn | Sentiment: Positive
Text: tommcfly go gerhard richter exhibition love | Sentiment: Positive
Text: horror scope quot boring desk work take constant mental readjustment quot different every day | Sentiment: Positive
Text: rt muffetmcgraw congratulations vivian stringer win tonight amazing accomplishment amazing woman sta | Sentiment: Positive
Text: tired | Sentiment: Positive
Text: joniconix ah refer tabloid letters see case must add additional rephrasing quot quot | Sentiment: Positive
Text: rt hankrsmith breaking serious relationship saying still want close friends like saying dog dead | Sentiment: Positive
Text: jessicahamby laughed hard statement hard needed thank | Sentiment: Positive
Text: wife says left updog | Sentiment: Positive
Text: http twitpic com time bust green wing | Sentiment: Positive
Text: rt narendramodi delighted join centenary celebrations patna university sharing speech programme today | Sentiment: Positive
Text: robcthegeek forgot dependency injection ioc containers tech todo list | Sentiment: Positive
Text: itsmeajyo think like feeling walking past homeless person knowing gon na give money wish https co | Sentiment: Negative
Text: tired everything want die | Sentiment: Positive
Text: yes go keep bringing swear deactivate social medias never come back yeah guys https co | Sentiment: Negative
Text: yeah watched blog tv today wife one told wanted pet lmao good night | Sentiment: Positive
Text: vacancy starring kate beckinsale luke wilson gon na watch fariah lynnnnnn rocks | Sentiment: Positive
Text: damn really hours start finish paper tomorrow hate | Sentiment: Positive
Text: alexcraven yeah saw tempted get think wait till dvd set like able gorge | Sentiment: Positive
Text: mickydodds pretty much trying follow interesting ones moment | Sentiment: Positive
Text: microblog good point | Sentiment: Positive
Text: tired | Sentiment: Positive
Text: installing call duty big hell yeah | Sentiment: Positive
Text: cant live world ok much bad evil cant handle anymore theres much evil world good almost everyone apathetic suffering world people actively contribute people harass hate kill reason people get killed natural disasters people dont give shit think whatever better move lives | Sentiment: Negative
Text: debasispradhan hah quot much time quot good point | Sentiment: Positive
Text: dajw nowt wrong abit cheese monsieur winsor | Sentiment: Positive
Text: rt rmfifthcircuit truly horrifying article us underlying deep hereditary mental health disorder tha | Sentiment: Positive
Text: proud wilmington de decreased number homicides compared time last year absolutely commendable | Sentiment: Positive
Text: staffordshire uk oh peter rid life get better dont let get anymore tears go free want chat always xxx | Sentiment: Negative
Text: messi tired | Sentiment: Positive
Text: waste space deserve die | Sentiment: Positive
Text: rt imraina dominating performance thehockeyindia let celebrations begin best wishes games ahead | Sentiment: Positive
Text: zayleeuh damn hate | Sentiment: Positive
Text: namjoon damn hate | Sentiment: Positive
Text: got exactly days life left ive never felt calm peace id rather wait till first day completely alone time need | Sentiment: Positive
Text: congratulations lucky winners | Sentiment: Positive
Text: bitch gon na kill fuck | Sentiment: Positive
Text: creamqueen lady hill ready fucking die already | Sentiment: Positive
Text: want married | Sentiment: Positive
Text: rt coletterojean hate rate group members always rate higher rate knowing damn well | Sentiment: Positive
Text: final results cbs bracket challenge ncaa mens tourney surely generation folks send trophy | Sentiment: Positive
Text: magicmagid harryslaststand grandfather fought earning military medal la boisselle https co rergdmgncl | Sentiment: Negative
Text: lol curry cuppa tea glass merlot free doggie happy negotiate | Sentiment: Positive
Text: dang man god damn insecure sigh hate | Sentiment: Positive
Text: want xbox want state decay dead ass time play really would pointless purchase | Sentiment: Positive
Text: today goal complete everything list nap day lol | Sentiment: Positive
Text: cousin recently retired years military committed suicide day realdonaldtrump elected https co | Sentiment: Negative
Text: leader band tired amp eyes growing old | Sentiment: Positive
Text: fudgegraphics hope fun time mate | Sentiment: Positive
Text: misssmashlee oh alot uni working everyone handed first assignment year friday crazy | Sentiment: Positive
Text: dunno said like | Sentiment: Positive
Text: getting ready take munchlet vet absolutely nothing relaxing next two days | Sentiment: Positive
Text: likeaword love exciting see new growth everywhere insects making first pollen bustling hedges birdsong | Sentiment: Positive
Text: hate much want kill | Sentiment: Positive
Text: got car accident wish worse gotten fatally injured driving sometimes imagine crashing something dying close calls recently drivers often think afterward wish ended hitting dont know feel like ive taking sertraline generic version zoloft stopped feeling horrible normal day day basis whenever something ordinary happens like car accident mess something like never taken medsi feel like want dont want die last couple years horrible still dreams want things started taking sertraline actively planning death like feel half wanting keep going half wanting die life moves forward much car accident going cost family lot money fault maybe would gotten compensation died wasnt around anymore would sad also wouldnt able disappoint cost afford anymorei ama terrible daughter | Sentiment: Negative
Text: ijamidayu thanks bro baru dpt login wc td lps reset password balik | Sentiment: Positive
Text: anup yea keep getting better | Sentiment: Positive
Text: jasonjdenis good morning jason hope enjoying tweeting twitter friend | Sentiment: Positive
Text: anyone know buy piano sheet music script reluctant order online buy dublin | Sentiment: Positive
Text: simonbigpicture course trust single source filter data | Sentiment: Positive
Text: awesome song press play tape http www youtube com watch geekyness best | Sentiment: Positive
Text: secondcitystyle lol thought post buying good cheap wines | Sentiment: Positive
Text: kcofficial night kelly | Sentiment: Positive
Text: hate talking someone like huh girl conversation peace around god damn | Sentiment: Positive
Text: bwagy good people like scared say real tweets transparency shown real cheers | Sentiment: Positive
Text: terrence jennbrenstore guy total complete product progressive education words https co moxngtexzj | Sentiment: Negative
Text: rt drugforumsbest woke bag head intentionally overdosed conbo mg diclazepam half handle bou | Sentiment: Positive
Text: daveixd insulting invent know get birthday http gd | Sentiment: Positive
Text: make logical sense twisted https co | Sentiment: Negative
Text: interesting night love sisters | Sentiment: Positive
Text: unfortunately leave well enough alone trying https co fcgrfftosd | Sentiment: Negative
Text: basil hafiz nice gay moment studio | Sentiment: Positive
Text: animeesay want say ill never active quite sure dont reason anymore anyways bye everyone take care | Sentiment: Positive
Text: rt memorymess pain like fire amp memories alcohol increases flare ever felt crack broken | Sentiment: Positive
Text: certain centurion servant dear unto sick ready die luke jesus god bible | Sentiment: Positive
Text: dylanphayes woop keen head sydney melbourne even yyy come still roadtrip | Sentiment: Positive
Text: bom dia twitters | Sentiment: Positive
Text: tweetdeck icons annoyng desktop change http tinyurl com devianart http tinyurl com | Sentiment: Positive
Text: madyson gregg castroville tx rt jaemverse dont want anymore | Sentiment: Positive
Text: kal penn thank kal great good luck everything | Sentiment: Positive
Text: almost attempted suicide someone blackmailed threatened thrown jail something didnt knew worked parents names | Sentiment: Positive
Text: officialcole hy cole come germany biggest wish contact know never see ok | Sentiment: Positive
Text: bmkerchief love time post update ur profile picture amazing site let tell | Sentiment: Positive
Text: everyday hate life really feel im destined miserable forever | Sentiment: Positive
Text: searching good dress care help | Sentiment: Positive
Text: finished feeding kayden breakfast relaxing watching shrek | Sentiment: Positive
Text: bottle pop shake | Sentiment: Positive
Text: benjamenus oh blimey worry say anything say personally | Sentiment: Positive
Text: waking decide drink breakfast amp people becoming twitter addicts funny | Sentiment: Positive
Text: turn look future interesting times ahead | Sentiment: Positive
Text: rt enews congratulations bts winning music group pcas https co | Sentiment: Negative
Text: going back os forced month hiatus windows linux boxes makes happy camper | Sentiment: Positive
Text: hr debugging css problem colleague computer remembered installed pc couple weeks ago | Sentiment: Positive
Text: rt myugnjuns anyways arohas lets work hard show love support astro comeback provide us another good | Sentiment: Positive
Text: tillsonburg ontario amvetsupport ok | Sentiment: Positive
Text: took twitter break back | Sentiment: Positive
Text: shelleybookworm hah round shape indeed round parts like plane | Sentiment: Positive
Text: rt bakugousblackgf nishinoya small ready die eat ass spirits | Sentiment: Positive
Text: rt niallofficial wins weeks congratulations tyrrellhatton machine | Sentiment: Positive
Text: think may time really dirty songs nickelback lol | Sentiment: Positive
Text: paulissima toolbar set functions special actually specifically useful translator | Sentiment: Positive
Text: fuck sleep going shopping today | Sentiment: Positive
Text: asking god keep loosing people life see everyday move ahead life | Sentiment: Positive
Text: hurrah someone listening delay long missed meeting back home walk dog reschedule | Sentiment: Positive
Text: gigdiary bugmum think got descriptions mixed bugmum either got ta tease treat em mean | Sentiment: Positive
Text: geeklitebeta follow reading tweet quot every second quot | Sentiment: Positive
Text: hate | Sentiment: Positive
Text: looking forward new website | Sentiment: Positive
Text: wishing happiness love | Sentiment: Positive
Text: feel like running away far away great place one find | Sentiment: Positive
Text: gunna lazy day today woo good timezzzzzzzz | Sentiment: Positive
Text: want kill afraid die dealing pain years seen many therapists tried medication nothing worked told parents tonight wanted commit suicide caused nothing chaos house looking online ways die figured drinking taking medication way go already drinking hesitant take medication scared die believe god know comes death scared pain afraid hurt succeed | Sentiment: Negative
Text: stay night tryna make feel alright uncomfortable fall asleep ugh fuck bitch ro https co | Sentiment: Negative
Text: life meaningless want end life badly life completely empty dont want create meaning creating meaning pain long hold back urge run car head first next person coming opposite way stop feeling jealous tragic characters like gomer pile swift end able bring lives | Sentiment: Negative
Text: rt joshyugen entratalorna hi tita entratalorna know humble genuine even though | Sentiment: Positive
Text: absolutely nail job despise heart manage royally fuck every si https co | Sentiment: Negative
Text: sat home nothing looking foward bakewell next week though | Sentiment: Positive
Text: gembrodie liked ryder quite awhile amp good see perform televised fight loving | Sentiment: Positive
Text: pinksealight haha lol omg im freezing haha | Sentiment: Positive
Text: silver saw photos hot | Sentiment: Positive
Text: cool leaping theme music going forgo thinking fact pepe le pew music leap | Sentiment: Positive
Text: jaimiefanatic time mc flipside mix came sooooooooooooo goooooooooood | Sentiment: Positive
Text: financial situation getting worse mental health suicide plan feel like reach plan think committed suicide years old thought lot grew made life worse | Sentiment: Positive
Text: seanhannity every day becomes disappointment us americans want america back https co | Sentiment: Negative
Text: rt shaunking supporting repbarbaralee | Sentiment: Positive
Text: tired everything wan na die | Sentiment: Positive
Text: rt elsierosehewitt much anger must carrying treat stranger life struggles battles know nothing poorly | Sentiment: Positive
Text: prays new job career praise god got new job | Sentiment: Positive
Text: hooraaaaaaaaaay proud itty bitty droplet congratulations joshua harder https co | Sentiment: Negative
Text: rt vanbrueghel release body | Sentiment: Positive
Text: rt swear motherfuckers want people horrible racist rapist homophobic pedophiles die gi | Sentiment: Positive
Text: mmmbaileys happy birthday loving foxy avatar pic well serious party plans big day | Sentiment: Positive
Text: something october overdosed felt alone horrible hospital two days walk hallways school always look weird say take pills hate one voice head wont go away cant anymore thanks reading | Sentiment: Positive
Text: big law killed husband open letter sidley partner widow https co suicide depression shame | Sentiment: Negative
Text: smeykunz fun ladies night anyone join | Sentiment: Positive
Text: guess die today tired everything rn hurt | Sentiment: Positive
Text: wan na bring mac die cocaine mixed fentanyl literally line shit https co | Sentiment: Negative
Text: watching tron oh goodness genius stuff bike scene flashed | Sentiment: Positive
Text: sugar puffs breakfast amp listening mcfly great way start day | Sentiment: Positive
Text: dvroegop slides | Sentiment: Positive
Text: newfoundland canada rt animeesay want say ill never active quite sure dont reason anymore anyways bye everyone | Sentiment: Positive
Text: open today til pm come see us | Sentiment: Positive
Text: kdwow sorry keep missing kd need apoligise nothing bad days dealing https co aaksxzhzot | Sentiment: Negative
Text: imjustcreative bless ya fella | Sentiment: Positive
Text: rt wannursyaira never say life miserable life pretty good gon na lie seems privileged life may | Sentiment: Positive
Text: ourdave good routes http www bikely com maps bike path manly dam mountain bike track today ride laps | Sentiment: Positive
Text: painful thought losing another young person suicide makes extremely hard see fam https co | Sentiment: Negative
Text: diablocody loved chelsea lately | Sentiment: Positive
Text: robjjones moody woods absolutely awesome | Sentiment: Positive
Text: since talking abt hey uhh remember yanderedev said intellectually disabled people deserve die https co | Sentiment: Negative
Text: oh great thanks pass around | Sentiment: Positive
Text: omg serious shit im getting thursday tho wat want got reply yeow | Sentiment: Positive
Text: melissa lyford sweet daughter law hope goes well today | Sentiment: Positive
Text: poindexterity ooh never alameda flea market must check thank | Sentiment: Positive
Text: tcouto cool stuff | Sentiment: Positive
Text: truly never happier life rid toxic people brought https co | Sentiment: Negative
Text: sofifii thats big one | Sentiment: Positive
Text: poorboyonline reason get banned right ronnie stay banning folks nothing try https co zijyqcpxoe | Sentiment: Negative
Text: damn really hate | Sentiment: Positive
Text: night enjoyed chat check http ning com | Sentiment: Positive
Text: rt babitabandhu mlekhioffice world got right path celebrating matri pitri pujan diwas started bapuji serviceforhumanity | Sentiment: Positive
Text: kimmmyberley lol makes good points love customers bought crocs also bought hilarious | Sentiment: Positive
Text: aahhh need sleep cloverfield worth | Sentiment: Positive
Text: psandalio yeah remembered reading think someone else mentioned still room market | Sentiment: Positive
Text: philipmccluskey gotcha fridge http tinyurl com sure photographed well though arg | Sentiment: Positive
Text: glad got changed times morning xd lovely amp sunny | Sentiment: Positive
Text: probably kill always depressed long remember summers better school always makes much worse probably would tried kill last may car last may worst ever transferred early college program soi amtaking classes cc instead shitass high school ive school two weeks progressing way faster normal idk want die nothing traumatic happened hate much probably co doesnt get better soon | Sentiment: Negative
Text: carlotaxx evening carlota bad thanks bit tired normal rolls eyes | Sentiment: Positive
Text: sowathearrogant well partially right want get sick die would dance grave may https co | Sentiment: Negative
Text: cyberpenguin really good tired good | Sentiment: Positive
Text: rt anjellycaa point semester tired everything want roll die | Sentiment: Positive
Text: today almost kill almost hit bus thank allah | Sentiment: Positive
Text: friends think weird watch news time watching news | Sentiment: Positive
Text: want overdose advil benadryl end enough job really tired shit want give | Sentiment: Positive
Text: lololololol hate trust people ugly pictures break trust like lol damn ok like sometimes | Sentiment: Positive
Text: view canada worth half wouldnt president treats friends like shit everyone enemy usa lost respect want tou build wall cause dont trust anymore | Sentiment: Negative
Text: want explain | Sentiment: Positive
Text: rt reckless jealous insane taylorlorenz story want die https co | Sentiment: Negative
Text: jamfactory beautiful typically mac web site | Sentiment: Positive
Text: im going kill art teacher expanded homework needed go like fucking five times tho https co byzgwbrfwb | Sentiment: Negative
Text: mattkelland dalek great | Sentiment: Positive
Text: rt hullablue daughter delighted see assistant referee today hair like mine referee | Sentiment: Positive
Text: mbappe tired | Sentiment: Positive
Text: rt milradjalen raesanni agree awful makes sense regardless last mistakes deserve die mocking | Sentiment: Positive
Text: rt dcostaroberts pentagon spent millions prevent suicides suicide rate went instead https co | Sentiment: Negative
Text: man game thrones going end next year wait years twow ados come get https co | Sentiment: Negative
Text: hi joined think brill haha still bed bothered getting anyway bye | Sentiment: Positive
Text: thinking killing got raped years old drunk homeless man trying find live year old boy friends gf dumped everyone hates mom dad hate got abused kid dont reason live anymore want kill | Sentiment: Negative
Text: rt therealmickeyt performance wanted delighted point still unbeaten amp got best gk world | Sentiment: Positive
Text: ny flight delays thank goodness las vegas memorable loved fob atl cs concert | Sentiment: Positive
Text: going take nap going bm tuition | Sentiment: Positive
Text: rt porrafelipeee figure dead motherfucker | Sentiment: Positive
Text: bensummers sweet altruism finest | Sentiment: Positive
Text: http twitpic com edit mood | Sentiment: Positive
Text: aaronspears soo cute good luck museum thing lol | Sentiment: Positive
Text: thatalisongirl think ginger next door fight like bad one know | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: mankind afraid death lately asking often often fear death nowdays back middle ages example course fear getting hell stupid shit like today even completly painless would struggle end suicidal would say even think often quit go pussy easy way struggle life instead going easy route personally think mankind fears unkown dont know whats death none really came back actual death reported like actual clinical dead really reason like know going kill yet probably stays way much pussy pussy get mean | Sentiment: Negative
Text: want everyone feel pain sick everyone trying hold take advantage mei amsick always second choicei amsick neglected feared hated want everyone feel wrath pain sick hiding shadows taking want everything ever happen times hope never get reliefi amsick people afraid admit makes sick see many happy people perfect lives dont deserve cant happy anyone else | Sentiment: Negative
Text: back home finished dinner stopped minute still much tonight back later | Sentiment: Positive
Text: pizza place standing room around dinnertime pizza named woo | Sentiment: Positive
Text: fucking tired depression woke feeling productive today want anything feel shit https co | Sentiment: Negative
Text: jessedonoe mean life miserable guess light end tunnel | Sentiment: Positive
Text: pembrokedave working matey next week | Sentiment: Positive
Text: done last post tired living good thing left life girlfriend broke feel alone hopeless dont really feel like going really want kill | Sentiment: Negative
Text: eating usual cant wait pogo thursday night whoop | Sentiment: Positive
Text: rabbitroodle yay good morning | Sentiment: Positive
Text: inmyheadstudios well good morning think lol nothing like playing muscial chairs sleep | Sentiment: Positive
Text: destanigroup thanks link fastpitch | Sentiment: Positive
Text: caugh caugh darth batman http hex io kkf brilliant crossover ever | Sentiment: Positive
Text: weak cant keep besides new jobs fault thati amfeeling way punish going leaveim supposed better pointi terrified taking stress leave nowi amstarting convinced killing option doctor meds probably crazy dont know dont friends either family support net dont friend shit boyfriend talk isnt problem wont saddle weakness shit person deserve | Sentiment: Positive
Text: feel lonely | Sentiment: Positive
Text: madhoward almost caught himym watched episodes calamus last night ssssoooo good | Sentiment: Positive
Text: rt sevenshepherd certain centurion servant dear unto sick ready die luke jesus god bible | Sentiment: Positive
Text: town see later | Sentiment: Positive
Text: jonathanrknight thank inspiring people check great cause might otherwise known | Sentiment: Positive
Text: forgot twitter amp pleased know people joined | Sentiment: Positive
Text: sis life isnt think life miserable | Sentiment: Positive
Text: aplusk ha nice lot like love tv right cute movie | Sentiment: Positive
Text: besties staying tonite | Sentiment: Positive
Text: rt nickdmiller damn hardcore hate preheating many ovens clear ap style https co | Sentiment: Negative
Text: alexiaaa hahas sucks | Sentiment: Positive
Text: nikkiclifton thank precious woman may receive exceedingly could ever hope imagine | Sentiment: Positive
Text: time finally come finally ready end years sickening life ready end done earlier life coping die depression involutary celibate thought resorting sex work death motivation die city born bridge meters tall enough kill fall concrete goodbye meaningless world | Sentiment: Positive
Text: nothing congratulate task thanks geovolt work maemo group | Sentiment: Positive
Text: tired want sleep afraid might dream guess fault guess problems fault ive heard thats supposed make feel better means work get better change things makes feel worse know wont people wont care die asked least could rest wouldnt tired wouldnt | Sentiment: Negative
Text: think moment coming seems pieces life already set seems fate wants mom leave house work seems opportunity free nobody cares die every day get think suicide carry wish gun think find way ive already lost everything enjoy music like girl like love someone else friends never girlfriend disgust life maybe better leave place | Sentiment: Negative
Text: wow woke bag next bed hate alcohol wtf happened tonight thanks everyone came bday dinner | Sentiment: Positive
Text: lejeff oh pants hanging old folks back england defo get back tho | Sentiment: Positive
Text: whoa want | Sentiment: Positive
Text: totd faves time bed good night day see faves time bed http ad vu | Sentiment: Positive
Text: want see painting done | Sentiment: Positive
Text: tired | Sentiment: Positive
Text: tired living pay check pay check scammer wan na dm please | Sentiment: Positive
Text: go complete social media strike till change completely unlearn fucked https co | Sentiment: Negative
Text: sitting studio talking danniee beee ignoring adding friends facebook reads | Sentiment: Positive
Text: relationship might want pursue involved something illegal | Sentiment: Positive
Text: janniestwbox dip keeps following neh gaat alweer stuk beter gelukkig one days | Sentiment: Positive
Text: installing meebo http pkab wordpress com talk online | Sentiment: Positive
Text: baby tired | Sentiment: Positive
Text: done stress | Sentiment: Positive
Text: rt soieange ultimate goal end like miserable people around settled life perpetually bitter abou | Sentiment: Positive
Text: writingprincess also designer clothes | Sentiment: Positive
Text: tired living need immediately like regular deodora https co | Sentiment: Negative
Text: select tile option little square towards bottom screen changing background | Sentiment: Positive
Text: realrobbrydon wait friday coming see recording know friday guests yet looking forward | Sentiment: Positive
Text: good morro dream banned ggui | Sentiment: Positive
Text: make topic sure get replies soon | Sentiment: Positive
Text: want clean dishes | Sentiment: Positive
Text: finally die saying want die every single day https co zxwoeexbqz | Sentiment: Negative
Text: tired suppose thats get procrastinating damn hate ego tied grades blame capitalism | Sentiment: Positive
Text: sorinna billie holiday love one nobody business | Sentiment: Positive
Text: dont worry make | Sentiment: Positive
Text: wanted kill | Sentiment: Positive
Text: moeruitami mvrp yeah fuck im logging ill maybe make another account time follow people like really dont want anymore dont enjoy verse waaay toxic | Sentiment: Negative
Text: even come back want fucking die tired everything | Sentiment: Positive
Text: rt dra buying girl weaves love language | Sentiment: Positive
Text: eating pre peeled oranges lazy peel orange | Sentiment: Positive
Text: mendelt goodmorning dude long time see | Sentiment: Positive
Text: viking dianemarieposts fricker narrow minded people jsut https co | Sentiment: Negative
Text: ilovetypography danish quot rytme quot | Sentiment: Positive
Text: thought hated really truly hate god damn much | Sentiment: Positive
Text: welcome amp good see | Sentiment: Positive
Text: ahhh shoe throwing tradition pakistan iraq india http bit ly | Sentiment: Positive
Text: tellin two bffl sign | Sentiment: Positive
Text: bbqnyc thats right unc game | Sentiment: Positive
Text: alexasberthold moon cant im fucking wreck havent touched thing work cried since dont want leave go say goodbye someone shouldnt idk anymore | Sentiment: Negative
Text: reason great day yesterday hopes today good | Sentiment: Positive
Text: survive tired like shit point living | Sentiment: Positive
Text: hate sm wan na die deserve live | Sentiment: Positive
Text: tennisgrapevine thousands dead children put sigh | Sentiment: Positive
Text: tired living tbh | Sentiment: Positive
Text: damn hate | Sentiment: Positive
Text: regyates nice pictures glad good time | Sentiment: Positive
Text: coollike quit twitter | Sentiment: Positive
Text: rt akiresaur learn art alone happy time | Sentiment: Positive
Text: sokeri thanks help realized need make work | Sentiment: Positive
Text: checking virtual box looks quite nice | Sentiment: Positive
Text: rukaarii woken pleased good match | Sentiment: Positive
Text: somebody kill evil version please | Sentiment: Positive
Text: heading home today easter break parents think home til thursday surprise | Sentiment: Positive
Text: rt mandalmadhura narendramodi black diwali us failed letavnilive reached ur office evide | Sentiment: Positive
Text: dont want anymore | Sentiment: Positive
Text: getting tired people going everything like literally everytime die cuz someone goes stuff | Sentiment: Positive
Text: ed uh oh trouble | Sentiment: Positive
Text: first game settlers even realize could pound haha | Sentiment: Positive
Text: hey hey hey joined twitter sounds like nice thing | Sentiment: Positive
Text: boddingtons baby id try anything first time wi | Sentiment: Positive
Text: ptsd alcohol extremely horrible violent stuff happen years ago nowi forgot repressed whatever several years something unrelated one day made remember everything came flooding back mind like reliving felt like never ending panic attack days buried trauma explained lot alcohol pornography cigarette usages insanely high point fucked life relationships people close signifigant waysi amafraid talk happened anyone even people trust like family potential therapist due extreme irrational paranoia people involved finding hurting sometimesi amjust completely consumed negative horrible thoughts cant escape tried getting sliding scale therapist couple years ago even gave idea therapy dont know dont want give | Sentiment: Negative
Text: amyburgh problem | Sentiment: Positive
Text: buying gun tomorrow since stores closed spare details life since one give shit anywayi amjust done everything nothing helps yes well aware alone doesnt make shit difference nothing done sick wasting life time money air much love people life arent worth living shit help dont know tried knives cant bring draw blood | Sentiment: Negative
Text: one seat church jason life choice belief artistic expression sorry https co ciilcixuqk | Sentiment: Negative
Text: michaelgrainger heh heh cld use anything almost lol | Sentiment: Positive
Text: ronaldkoeman everton sure get homework done celebrating poin https co | Sentiment: Negative
Text: weinerburger haha alright ended paying abt yes coming school tmoro oh oli pood tday | Sentiment: Positive
Text: tired lies living lies people showing versions want show shows people put | Sentiment: Positive
Text: happy birthday big guy keep good work brandon | Sentiment: Positive
Text: andreascliment nice piece software indeed | Sentiment: Positive
Text: im exhausted point need peace ive gone far deciding would die cut ties https co | Sentiment: Negative
Text: rt ryankingry picture cus damn looking good | Sentiment: Positive
Text: tired struggling im tired asking help mostly tired life worth living anymore | Sentiment: Positive
Text: ok tkts fast furious hope great sold weekend | Sentiment: Positive
Text: michelpoulain bon courage pour magento | Sentiment: Positive
Text: want healthy | Sentiment: Positive
Text: hate anything world | Sentiment: Positive
Text: motherfucker want dead | Sentiment: Positive
Text: stml overdoing william gibson novels | Sentiment: Positive
Text: rt theseoulstory cheers wonderful years highlight happy anniversary guys ent aroundus celebrate highlight | Sentiment: Positive
Text: think homies right thing amp deserves every dollar get steelers silly paying https co | Sentiment: Negative
Text: joshmadden omg thanks replying made sooo happy please folow learnt much blogs | Sentiment: Positive
Text: rt afrocybergal ugly life ugh fair wan na cute least one era miserable life | Sentiment: Positive
Text: limrobmichael wala akong specific problem actually drained tired everything wan na die hahahaha | Sentiment: Positive
Text: pezholio interesting digital engagement peep good know engaging people coal face | Sentiment: Positive
Text: vfpuk grandfather fought earning military medal la boisselle thought fight https co | Sentiment: Negative
Text: lisaindallas nerd lisa retard remember special olympics speak austrian guy breathtaking | Sentiment: Positive
Text: important meetings happening office needed yes | Sentiment: Positive
Text: happy age think best die years old anxiety entire life depression since gotten worse worse years add misophonia makes life torture especially bad dont know fucki life reason live friends family scared die ironic wish dead time least wish never born life scary anyway things dont get better next years fucking quit maybe pussy like pathetic piece shit coward dont know | Sentiment: Negative
Text: damn hardcore hate preheating many ovens clear ap style https co | Sentiment: Negative
Text: got banned boy clayster chat thot gf lunalovebadxo saying sad cod pros wake pm https co | Sentiment: Negative
Text: tayjasper alrite thanxx | Sentiment: Positive
